date,state,district,pincode,demo_age_5_17,demo_age_17_
31-10-2025,Uttar Pradesh,Gorakhpur,273407,2,29
31-10-2025,Uttar Pradesh,Gorakhpur,273413,6,39
16-11-2025,Uttar Pradesh,Gorakhpur,273005,0,6
16-11-2025,Uttar Pradesh,Gorakhpur,273007,0,8
16-11-2025,Uttar Pradesh,Gorakhpur,273016,2,14
16-11-2025,Uttar Pradesh,Gorakhpur,273155,1,4
16-11-2025,Uttar Pradesh,Gorakhpur,273203,2,3
16-11-2025,Uttar Pradesh,Gorakhpur,273211,1,15
16-11-2025,Uttar Pradesh,Gorakhpur,273213,1,3
16-11-2025,Uttar Pradesh,Gorakhpur,273403,1,6
16-11-2025,Uttar Pradesh,Gorakhpur,273412,0,12
15-11-2025,Uttar Pradesh,Gorakhpur,273001,6,64
15-11-2025,Uttar Pradesh,Gorakhpur,273005,1,22
15-11-2025,Uttar Pradesh,Gorakhpur,273008,0,33
15-11-2025,Uttar Pradesh,Gorakhpur,273015,6,88
15-11-2025,Uttar Pradesh,Gorakhpur,273017,0,6
15-11-2025,Uttar Pradesh,Gorakhpur,273165,6,55
15-11-2025,Uttar Pradesh,Gorakhpur,273409,3,12
17-11-2025,Uttar Pradesh,Gorakhpur,273003,0,5
17-11-2025,Uttar Pradesh,Gorakhpur,273005,0,19
17-11-2025,Uttar Pradesh,Gorakhpur,273008,1,23
17-11-2025,Uttar Pradesh,Gorakhpur,273012,0,3
17-11-2025,Uttar Pradesh,Gorakhpur,273017,0,1
17-11-2025,Uttar Pradesh,Gorakhpur,273165,6,69
17-11-2025,Uttar Pradesh,Gorakhpur,273203,2,8
17-11-2025,Uttar Pradesh,Gorakhpur,273209,2,92
17-11-2025,Uttar Pradesh,Gorakhpur,273411,0,33
02-11-2025,Uttar Pradesh,Gorakhpur,273001,1,24
02-11-2025,Uttar Pradesh,Gorakhpur,273003,0,1
02-11-2025,Uttar Pradesh,Gorakhpur,273013,2,8
02-11-2025,Uttar Pradesh,Gorakhpur,273014,1,7
02-11-2025,Uttar Pradesh,Gorakhpur,273158,2,4
02-11-2025,Uttar Pradesh,Gorakhpur,273401,1,14
02-11-2025,Uttar Pradesh,Gorakhpur,273407,0,13
02-11-2025,Uttar Pradesh,Gorakhpur,273408,3,16
02-11-2025,Uttar Pradesh,Gorakhpur,273409,0,13
02-11-2025,Uttar Pradesh,Gorakhpur,273412,0,7
02-11-2025,Uttar Pradesh,Gorakhpur,273413,4,26
01-11-2025,Uttar Pradesh,Gorakhpur,273002,5,25
01-11-2025,Uttar Pradesh,Gorakhpur,273006,0,3
01-11-2025,Uttar Pradesh,Gorakhpur,273008,1,19
01-11-2025,Uttar Pradesh,Gorakhpur,273010,0,13
01-11-2025,Uttar Pradesh,Gorakhpur,273152,8,50
01-11-2025,Uttar Pradesh,Gorakhpur,273161,0,5
01-11-2025,Uttar Pradesh,Gorakhpur,273212,6,55
01-11-2025,Uttar Pradesh,Gorakhpur,273213,2,15
01-11-2025,Uttar Pradesh,Gorakhpur,273306,3,30
01-11-2025,Uttar Pradesh,Gorakhpur,273403,1,28
01-11-2025,Uttar Pradesh,Gorakhpur,273409,1,17
01-11-2025,Uttar Pradesh,Gorakhpur,273412,5,32
30-10-2025,Uttar Pradesh,Gorakhpur,273006,0,1
30-10-2025,Uttar Pradesh,Gorakhpur,273008,2,17
30-10-2025,Uttar Pradesh,Gorakhpur,273014,0,14
30-10-2025,Uttar Pradesh,Gorakhpur,273212,5,23
30-10-2025,Uttar Pradesh,Gorakhpur,273405,3,6
30-10-2025,Uttar Pradesh,Gorakhpur,273407,2,13
29-10-2025,Uttar Pradesh,Gorakhpur,273004,1,14
29-10-2025,Uttar Pradesh,Gorakhpur,273009,0,1
29-10-2025,Uttar Pradesh,Gorakhpur,273015,2,59
29-10-2025,Uttar Pradesh,Gorakhpur,273152,4,29
29-10-2025,Uttar Pradesh,Gorakhpur,273165,7,64
29-10-2025,Uttar Pradesh,Gorakhpur,273306,0,40
29-10-2025,Uttar Pradesh,Gorakhpur,273403,3,31
29-10-2025,Uttar Pradesh,Gorakhpur,273412,0,21
22-11-2025,Uttar Pradesh,Gorakhpur,273008,1,9
22-11-2025,Uttar Pradesh,Gorakhpur,273009,0,2
22-11-2025,Uttar Pradesh,Gorakhpur,273010,0,5
22-11-2025,Uttar Pradesh,Gorakhpur,273202,5,28
22-11-2025,Uttar Pradesh,Gorakhpur,273203,0,15
22-11-2025,Uttar Pradesh,Gorakhpur,273212,1,56
22-11-2025,Uttar Pradesh,Gorakhpur,273402,3,35
22-11-2025,Uttar Pradesh,Gorakhpur,273403,0,22
22-11-2025,Uttar Pradesh,Gorakhpur,273406,0,17
22-11-2025,Uttar Pradesh,Gorakhpur,273411,0,22
23-11-2025,Uttar Pradesh,Gorakhpur,273003,0,2
23-11-2025,Uttar Pradesh,Gorakhpur,273012,0,1
23-11-2025,Uttar Pradesh,Gorakhpur,273013,1,24
23-11-2025,Uttar Pradesh,Gorakhpur,273152,0,16
23-11-2025,Uttar Pradesh,Gorakhpur,273409,0,3
24-11-2025,Uttar Pradesh,Gorakhpur,273006,0,7
24-11-2025,Uttar Pradesh,Gorakhpur,273165,7,44
24-11-2025,Uttar Pradesh,Gorakhpur,273408,3,24
24-11-2025,Uttar Pradesh,Gorakhpur,273413,5,61
25-11-2025,Uttar Pradesh,Gorakhpur,273001,3,79
25-11-2025,Uttar Pradesh,Gorakhpur,273006,0,5
25-11-2025,Uttar Pradesh,Gorakhpur,273013,3,39
25-11-2025,Uttar Pradesh,Gorakhpur,273152,4,41
25-11-2025,Uttar Pradesh,Gorakhpur,273409,0,17
25-11-2025,Uttar Pradesh,Gorakhpur,273412,1,34
26-11-2025,Uttar Pradesh,Gorakhpur,273001,1,67
26-11-2025,Uttar Pradesh,Gorakhpur,273014,1,35
26-11-2025,Uttar Pradesh,Gorakhpur,273016,2,28
26-11-2025,Uttar Pradesh,Gorakhpur,273017,0,1
26-11-2025,Uttar Pradesh,Gorakhpur,273158,6,48
26-11-2025,Uttar Pradesh,Gorakhpur,273201,3,24
01-12-2025,Uttar Pradesh,Gorakhpur,273002,1,21
01-12-2025,Uttar Pradesh,Gorakhpur,273003,0,6
01-12-2025,Uttar Pradesh,Gorakhpur,273006,0,16
01-12-2025,Uttar Pradesh,Gorakhpur,273012,0,2
01-12-2025,Uttar Pradesh,Gorakhpur,273155,0,14
01-12-2025,Uttar Pradesh,Gorakhpur,273202,3,37
01-12-2025,Uttar Pradesh,Gorakhpur,273203,0,13
01-12-2025,Uttar Pradesh,Gorakhpur,273213,0,26
01-12-2025,Uttar Pradesh,Gorakhpur,273402,4,57
01-12-2025,Uttar Pradesh,Gorakhpur,273405,0,24
01-12-2025,Uttar Pradesh,Gorakhpur,273409,0,15
01-12-2025,Uttar Pradesh,Gorakhpur,273411,0,34
02-12-2025,Uttar Pradesh,Gorakhpur,273001,1,87
02-12-2025,Uttar Pradesh,Gorakhpur,273004,0,11
02-12-2025,Uttar Pradesh,Gorakhpur,273006,0,21
02-12-2025,Uttar Pradesh,Gorakhpur,273158,9,25
02-12-2025,Uttar Pradesh,Gorakhpur,273201,1,40
02-12-2025,Uttar Pradesh,Gorakhpur,273212,4,51
02-12-2025,Uttar Pradesh,Gorakhpur,273401,1,33
02-12-2025,Uttar Pradesh,Gorakhpur,273403,4,28
02-12-2025,Uttar Pradesh,Gorakhpur,273404,3,26
02-12-2025,Uttar Pradesh,Gorakhpur,273413,4,39
28-11-2025,Uttar Pradesh,Gorakhpur,273001,2,65
28-11-2025,Uttar Pradesh,Gorakhpur,273012,0,2
28-11-2025,Uttar Pradesh,Gorakhpur,273152,2,49
28-11-2025,Uttar Pradesh,Gorakhpur,273401,0,33
27-11-2025,Uttar Pradesh,Gorakhpur,273001,1,85
27-11-2025,Uttar Pradesh,Gorakhpur,273004,0,11
27-11-2025,Uttar Pradesh,Gorakhpur,273015,5,90
27-11-2025,Uttar Pradesh,Gorakhpur,273209,6,90
27-11-2025,Uttar Pradesh,Gorakhpur,273212,9,78
27-11-2025,Uttar Pradesh,Gorakhpur,273402,15,86
27-11-2025,Uttar Pradesh,Gorakhpur,273413,2,75
29-11-2025,Uttar Pradesh,Gorakhpur,273002,7,30
29-11-2025,Uttar Pradesh,Gorakhpur,273005,3,42
29-11-2025,Uttar Pradesh,Gorakhpur,273012,0,7
29-11-2025,Uttar Pradesh,Gorakhpur,273014,1,32
29-11-2025,Uttar Pradesh,Gorakhpur,273017,1,1
29-11-2025,Uttar Pradesh,Gorakhpur,273152,6,50
29-11-2025,Uttar Pradesh,Gorakhpur,273209,6,83
29-11-2025,Uttar Pradesh,Gorakhpur,273213,0,22
29-11-2025,Uttar Pradesh,Gorakhpur,273407,4,45
30-11-2025,Uttar Pradesh,Gorakhpur,273002,0,9
30-11-2025,Uttar Pradesh,Gorakhpur,273005,0,15
30-11-2025,Uttar Pradesh,Gorakhpur,273010,0,9
30-11-2025,Uttar Pradesh,Gorakhpur,273012,0,1
30-11-2025,Uttar Pradesh,Gorakhpur,273017,0,1
01-03-2025,Uttar Pradesh,Gorakhpur,273007,145,1258
01-03-2025,Uttar Pradesh,Gorakhpur,273212,183,1653
01-03-2025,Uttar Pradesh,Gorakhpur,273203,60,713
01-03-2025,Uttar Pradesh,Gorakhpur,273404,85,917
01-03-2025,Uttar Pradesh,Gorakhpur,273152,187,1388
01-03-2025,Uttar Pradesh,Gorakhpur,273014,154,756
01-03-2025,Uttar Pradesh,Gorakhpur,273405,40,501
01-03-2025,Uttar Pradesh,Gorakhpur,273202,161,1506
01-03-2025,Uttar Pradesh,Gorakhpur,273004,57,292
01-09-2025,Uttar Pradesh,Gorakhpur,273006,1,4
01-09-2025,Uttar Pradesh,Gorakhpur,273012,0,1
01-09-2025,Uttar Pradesh,Gorakhpur,273016,12,44
01-09-2025,Uttar Pradesh,Gorakhpur,273158,20,70
01-09-2025,Uttar Pradesh,Gorakhpur,273209,30,92
01-09-2025,Uttar Pradesh,Gorakhpur,273212,19,88
01-09-2025,Uttar Pradesh,Gorakhpur,273404,4,48
01-09-2025,Uttar Pradesh,Gorakhpur,273413,21,82
02-09-2025,Uttar Pradesh,Gorakhpur,273001,7,53
02-09-2025,Uttar Pradesh,Gorakhpur,273003,1,5
02-09-2025,Uttar Pradesh,Gorakhpur,273008,11,23
02-09-2025,Uttar Pradesh,Gorakhpur,273012,0,2
02-09-2025,Uttar Pradesh,Gorakhpur,273013,4,51
02-09-2025,Uttar Pradesh,Gorakhpur,273152,8,62
02-09-2025,Uttar Pradesh,Gorakhpur,273155,7,18
02-09-2025,Uttar Pradesh,Gorakhpur,273165,20,67
02-09-2025,Uttar Pradesh,Gorakhpur,273201,8,46
02-09-2025,Uttar Pradesh,Gorakhpur,273401,3,38
02-09-2025,Uttar Pradesh,Gorakhpur,273404,9,31
02-09-2025,Uttar Pradesh,Gorakhpur,273412,7,77
03-09-2025,Uttar Pradesh,Gorakhpur,273012,0,1
03-09-2025,Uttar Pradesh,Gorakhpur,273016,4,24
03-09-2025,Uttar Pradesh,Gorakhpur,273165,18,57
03-09-2025,Uttar Pradesh,Gorakhpur,273202,9,50
03-09-2025,Uttar Pradesh,Gorakhpur,273209,19,74
03-09-2025,Uttar Pradesh,Gorakhpur,273212,26,79
03-09-2025,Uttar Pradesh,Gorakhpur,273411,7,32
05-09-2025,Uttar Pradesh,Gorakhpur,273006,1,3
05-09-2025,Uttar Pradesh,Gorakhpur,273015,4,21
05-09-2025,Uttar Pradesh,Gorakhpur,273301,0,1
05-09-2025,Uttar Pradesh,Gorakhpur,273303,0,2
05-09-2025,Uttar Pradesh,Gorakhpur,273306,3,18
05-09-2025,Uttar Pradesh,Gorakhpur,273401,1,9
05-09-2025,Uttar Pradesh,Gorakhpur,273406,1,11
05-09-2025,Uttar Pradesh,Gorakhpur,273408,5,26
04-09-2025,Uttar Pradesh,Gorakhpur,273001,3,60
04-09-2025,Uttar Pradesh,Gorakhpur,273002,9,39
04-09-2025,Uttar Pradesh,Gorakhpur,273003,1,4
04-09-2025,Uttar Pradesh,Gorakhpur,273006,1,7
04-09-2025,Uttar Pradesh,Gorakhpur,273007,14,51
04-09-2025,Uttar Pradesh,Gorakhpur,273015,11,52
04-09-2025,Uttar Pradesh,Gorakhpur,273016,10,57
04-09-2025,Uttar Pradesh,Gorakhpur,273202,14,37
04-09-2025,Uttar Pradesh,Gorakhpur,273304,0,1
04-09-2025,Uttar Pradesh,Gorakhpur,273405,4,20
07-09-2025,Uttar Pradesh,Gorakhpur,273001,1,11
07-09-2025,Uttar Pradesh,Gorakhpur,273006,1,3
07-09-2025,Uttar Pradesh,Gorakhpur,273009,0,1
07-09-2025,Uttar Pradesh,Gorakhpur,273158,3,13
07-09-2025,Uttar Pradesh,Gorakhpur,273203,2,15
07-09-2025,Uttar Pradesh,Gorakhpur,273213,0,10
07-09-2025,Uttar Pradesh,Gorakhpur,273306,5,6
07-09-2025,Uttar Pradesh,Gorakhpur,273404,2,9
07-09-2025,Uttar Pradesh,Gorakhpur,273413,10,25
06-09-2025,Uttar Pradesh,Gorakhpur,273003,0,4
06-09-2025,Uttar Pradesh,Gorakhpur,273004,4,11
06-09-2025,Uttar Pradesh,Gorakhpur,273006,0,2
06-09-2025,Uttar Pradesh,Gorakhpur,273010,0,9
06-09-2025,Uttar Pradesh,Gorakhpur,273014,2,27
06-09-2025,Uttar Pradesh,Gorakhpur,273017,0,4
06-09-2025,Uttar Pradesh,Gorakhpur,273161,0,3
06-09-2025,Uttar Pradesh,Gorakhpur,273165,24,47
06-09-2025,Uttar Pradesh,Gorakhpur,273404,10,21
06-09-2025,Uttar Pradesh,Gorakhpur,273409,2,23
06-09-2025,Uttar Pradesh,Gorakhpur,273412,18,57
06-09-2025,Uttar Pradesh,Gorakhpur,273413,16,89
08-09-2025,Uttar Pradesh,Gorakhpur,273001,3,44
08-09-2025,Uttar Pradesh,Gorakhpur,273007,15,48
08-09-2025,Uttar Pradesh,Gorakhpur,273012,0,2
08-09-2025,Uttar Pradesh,Gorakhpur,273155,6,21
08-09-2025,Uttar Pradesh,Gorakhpur,273211,5,33
08-09-2025,Uttar Pradesh,Gorakhpur,273402,22,89
08-09-2025,Uttar Pradesh,Gorakhpur,273405,4,32
08-09-2025,Uttar Pradesh,Gorakhpur,273408,8,41
08-09-2025,Uttar Pradesh,Gorakhpur,273412,10,39
09-09-2025,Uttar Pradesh,Gorakhpur,273010,4,11
09-09-2025,Uttar Pradesh,Gorakhpur,273013,9,68
09-09-2025,Uttar Pradesh,Gorakhpur,273202,13,44
09-09-2025,Uttar Pradesh,Gorakhpur,273209,27,109
09-09-2025,Uttar Pradesh,Gorakhpur,273212,26,72
09-09-2025,Uttar Pradesh,Gorakhpur,273406,3,17
09-09-2025,Uttar Pradesh,Gorakhpur,273413,20,72
10-09-2025,Uttar Pradesh,Gorakhpur,273003,0,4
10-09-2025,Uttar Pradesh,Gorakhpur,273012,0,6
10-09-2025,Uttar Pradesh,Gorakhpur,273014,3,27
10-09-2025,Uttar Pradesh,Gorakhpur,273015,12,68
10-09-2025,Uttar Pradesh,Gorakhpur,273016,9,58
10-09-2025,Uttar Pradesh,Gorakhpur,273161,1,9
10-09-2025,Uttar Pradesh,Gorakhpur,273212,23,56
10-09-2025,Uttar Pradesh,Gorakhpur,273213,2,22
10-09-2025,Uttar Pradesh,Gorakhpur,273306,12,40
11-09-2025,Uttar Pradesh,Gorakhpur,273006,2,9
11-09-2025,Uttar Pradesh,Gorakhpur,273012,0,3
11-09-2025,Uttar Pradesh,Gorakhpur,273013,17,42
11-09-2025,Uttar Pradesh,Gorakhpur,273152,10,39
11-09-2025,Uttar Pradesh,Gorakhpur,273203,0,25
11-09-2025,Uttar Pradesh,Gorakhpur,273403,14,53
11-09-2025,Uttar Pradesh,Gorakhpur,273404,5,33
11-09-2025,Uttar Pradesh,Gorakhpur,273412,8,36
11-09-2025,Uttar Pradesh,Gorakhpur,273413,10,46
12-09-2025,Uttar Pradesh,Gorakhpur,273008,4,31
12-09-2025,Uttar Pradesh,Gorakhpur,273010,1,12
12-09-2025,Uttar Pradesh,Gorakhpur,273152,10,44
12-09-2025,Uttar Pradesh,Gorakhpur,273155,2,11
12-09-2025,Uttar Pradesh,Gorakhpur,273158,18,47
12-09-2025,Uttar Pradesh,Gorakhpur,273161,2,9
12-09-2025,Uttar Pradesh,Gorakhpur,273202,10,54
12-09-2025,Uttar Pradesh,Gorakhpur,273203,5,30
12-09-2025,Uttar Pradesh,Gorakhpur,273401,8,26
12-09-2025,Uttar Pradesh,Gorakhpur,273405,3,13
12-09-2025,Uttar Pradesh,Gorakhpur,273413,19,81
13-09-2025,Uttar Pradesh,Gorakhpur,273005,0,8
13-09-2025,Uttar Pradesh,Gorakhpur,273008,1,13
13-09-2025,Uttar Pradesh,Gorakhpur,273015,6,51
13-09-2025,Uttar Pradesh,Gorakhpur,273158,18,50
13-09-2025,Uttar Pradesh,Gorakhpur,273401,5,35
13-09-2025,Uttar Pradesh,Gorakhpur,273403,10,39
15-09-2025,Uttar Pradesh,Gorakhpur,273002,7,39
15-09-2025,Uttar Pradesh,Gorakhpur,273010,2,16
15-09-2025,Uttar Pradesh,Gorakhpur,273014,5,32
15-09-2025,Uttar Pradesh,Gorakhpur,273155,3,14
15-09-2025,Uttar Pradesh,Gorakhpur,273201,9,33
15-09-2025,Uttar Pradesh,Gorakhpur,273401,3,23
15-09-2025,Uttar Pradesh,Gorakhpur,273413,16,68
14-09-2025,Uttar Pradesh,Gorakhpur,273007,4,27
14-09-2025,Uttar Pradesh,Gorakhpur,273016,3,13
14-09-2025,Uttar Pradesh,Gorakhpur,273152,1,19
14-09-2025,Uttar Pradesh,Gorakhpur,273161,1,0
14-09-2025,Uttar Pradesh,Gorakhpur,273165,11,37
14-09-2025,Uttar Pradesh,Gorakhpur,273203,6,21
14-09-2025,Uttar Pradesh,Gorakhpur,273212,3,6
14-09-2025,Uttar Pradesh,Gorakhpur,273401,1,6
14-09-2025,Uttar Pradesh,Gorakhpur,273403,4,8
14-09-2025,Uttar Pradesh,Gorakhpur,273404,1,7
16-09-2025,Uttar Pradesh,Gorakhpur,273007,5,40
16-09-2025,Uttar Pradesh,Gorakhpur,273008,6,22
16-09-2025,Uttar Pradesh,Gorakhpur,273017,3,3
16-09-2025,Uttar Pradesh,Gorakhpur,273155,4,13
16-09-2025,Uttar Pradesh,Gorakhpur,273158,12,47
16-09-2025,Uttar Pradesh,Gorakhpur,273161,2,4
16-09-2025,Uttar Pradesh,Gorakhpur,273202,11,55
16-09-2025,Uttar Pradesh,Gorakhpur,273203,3,20
16-09-2025,Uttar Pradesh,Gorakhpur,273401,0,19
16-09-2025,Uttar Pradesh,Gorakhpur,273407,8,26
18-09-2025,Uttar Pradesh,Gorakhpur,273004,3,13
18-09-2025,Uttar Pradesh,Gorakhpur,273016,8,47
18-09-2025,Uttar Pradesh,Gorakhpur,273152,7,50
18-09-2025,Uttar Pradesh,Gorakhpur,273201,5,32
18-09-2025,Uttar Pradesh,Gorakhpur,273213,2,18
18-09-2025,Uttar Pradesh,Gorakhpur,273403,15,36
18-09-2025,Uttar Pradesh,Gorakhpur,273404,8,26
18-09-2025,Uttar Pradesh,Gorakhpur,273405,6,16
18-09-2025,Uttar Pradesh,Gorakhpur,273411,4,25
17-09-2025,Uttar Pradesh,Gorakhpur,273002,3,27
17-09-2025,Uttar Pradesh,Gorakhpur,273155,1,6
17-09-2025,Uttar Pradesh,Gorakhpur,273165,7,27
17-09-2025,Uttar Pradesh,Gorakhpur,273203,2,18
17-09-2025,Uttar Pradesh,Gorakhpur,273212,3,32
17-09-2025,Uttar Pradesh,Gorakhpur,273401,0,11
17-09-2025,Uttar Pradesh,Gorakhpur,273408,4,19
17-09-2025,Uttar Pradesh,Gorakhpur,273413,9,44
19-09-2025,Uttar Pradesh,Gorakhpur,273013,4,33
19-09-2025,Uttar Pradesh,Gorakhpur,273203,2,20
19-09-2025,Uttar Pradesh,Gorakhpur,273211,3,26
19-09-2025,Uttar Pradesh,Gorakhpur,273212,16,72
19-09-2025,Uttar Pradesh,Gorakhpur,273213,5,24
19-09-2025,Uttar Pradesh,Gorakhpur,273401,5,27
19-09-2025,Uttar Pradesh,Gorakhpur,273409,3,7
20-09-2025,Uttar Pradesh,Gorakhpur,273002,8,31
20-09-2025,Uttar Pradesh,Gorakhpur,273006,0,6
20-09-2025,Uttar Pradesh,Gorakhpur,273008,1,17
20-09-2025,Uttar Pradesh,Gorakhpur,273165,10,57
13-10-2025,Uttar Pradesh,Gorakhpur,273009,0,1
13-10-2025,Uttar Pradesh,Gorakhpur,273014,0,17
13-10-2025,Uttar Pradesh,Gorakhpur,273015,1,18
13-10-2025,Uttar Pradesh,Gorakhpur,273016,2,18
13-10-2025,Uttar Pradesh,Gorakhpur,273155,1,4
13-10-2025,Uttar Pradesh,Gorakhpur,273201,4,29
13-10-2025,Uttar Pradesh,Gorakhpur,273209,7,59
13-10-2025,Uttar Pradesh,Gorakhpur,273401,1,18
13-10-2025,Uttar Pradesh,Gorakhpur,273405,0,9
13-10-2025,Uttar Pradesh,Gorakhpur,273406,3,13
15-10-2025,Uttar Pradesh,Gorakhpur,273004,1,10
15-10-2025,Uttar Pradesh,Gorakhpur,273005,1,18
15-10-2025,Uttar Pradesh,Gorakhpur,273012,0,5
15-10-2025,Uttar Pradesh,Gorakhpur,273017,1,1
15-10-2025,Uttar Pradesh,Gorakhpur,273161,3,9
15-10-2025,Uttar Pradesh,Gorakhpur,273201,5,34
15-10-2025,Uttar Pradesh,Gorakhpur,273203,8,22
15-10-2025,Uttar Pradesh,Gorakhpur,273306,11,33
15-10-2025,Uttar Pradesh,Gorakhpur,273402,11,86
15-10-2025,Uttar Pradesh,Gorakhpur,273404,2,25
17-10-2025,Uttar Pradesh,Gorakhpur,273001,0,39
17-10-2025,Uttar Pradesh,Gorakhpur,273007,4,44
17-10-2025,Uttar Pradesh,Gorakhpur,273015,3,51
17-10-2025,Uttar Pradesh,Gorakhpur,273016,3,24
17-10-2025,Uttar Pradesh,Gorakhpur,273165,11,54
17-10-2025,Uttar Pradesh,Gorakhpur,273202,4,42
17-10-2025,Uttar Pradesh,Gorakhpur,273306,4,29
17-10-2025,Uttar Pradesh,Gorakhpur,273403,4,14
17-10-2025,Uttar Pradesh,Gorakhpur,273406,4,13
16-10-2025,Uttar Pradesh,Gorakhpur,273007,10,51
16-10-2025,Uttar Pradesh,Gorakhpur,273165,11,67
16-10-2025,Uttar Pradesh,Gorakhpur,273201,7,35
16-10-2025,Uttar Pradesh,Gorakhpur,273203,2,19
16-10-2025,Uttar Pradesh,Gorakhpur,273405,2,7
16-10-2025,Uttar Pradesh,Gorakhpur,273413,10,56
18-10-2025,Uttar Pradesh,Gorakhpur,273158,4,30
18-10-2025,Uttar Pradesh,Gorakhpur,273161,0,2
18-10-2025,Uttar Pradesh,Gorakhpur,273212,11,51
18-10-2025,Uttar Pradesh,Gorakhpur,273213,1,10
18-10-2025,Uttar Pradesh,Gorakhpur,273402,6,56
18-10-2025,Uttar Pradesh,Gorakhpur,273411,5,22
19-10-2025,Uttar Pradesh,Gorakhpur,273002,1,22
19-10-2025,Uttar Pradesh,Gorakhpur,273006,1,5
19-10-2025,Uttar Pradesh,Gorakhpur,273012,0,2
19-10-2025,Uttar Pradesh,Gorakhpur,273014,3,15
19-10-2025,Uttar Pradesh,Gorakhpur,273016,4,27
19-10-2025,Uttar Pradesh,Gorakhpur,273152,5,18
19-10-2025,Uttar Pradesh,Gorakhpur,273306,9,30
19-10-2025,Uttar Pradesh,Gorakhpur,273403,5,20
19-10-2025,Uttar Pradesh,Gorakhpur,273406,1,14
26-10-2025,Uttar Pradesh,Gorakhpur,273006,0,6
26-10-2025,Uttar Pradesh,Gorakhpur,273012,0,2
26-10-2025,Uttar Pradesh,Gorakhpur,273014,3,22
26-10-2025,Uttar Pradesh,Gorakhpur,273016,13,57
26-10-2025,Uttar Pradesh,Gorakhpur,273017,0,3
26-10-2025,Uttar Pradesh,Gorakhpur,273201,6,38
26-10-2025,Uttar Pradesh,Gorakhpur,273407,2,42
26-10-2025,Uttar Pradesh,Gorakhpur,273411,3,36
26-10-2025,Uttar Pradesh,Gorakhpur,273413,9,72
27-10-2025,Uttar Pradesh,Gorakhpur,273008,2,12
27-10-2025,Uttar Pradesh,Gorakhpur,273014,1,12
27-10-2025,Uttar Pradesh,Gorakhpur,273017,1,0
27-10-2025,Uttar Pradesh,Gorakhpur,273165,8,37
27-10-2025,Uttar Pradesh,Gorakhpur,273201,0,17
27-10-2025,Uttar Pradesh,Gorakhpur,273212,2,33
27-10-2025,Uttar Pradesh,Gorakhpur,273213,1,4
27-10-2025,Uttar Pradesh,Gorakhpur,273401,0,19
27-10-2025,Uttar Pradesh,Gorakhpur,273413,4,26
20-10-2025,Uttar Pradesh,Gorakhpur,273013,0,6
20-10-2025,Uttar Pradesh,Gorakhpur,273155,1,1
20-10-2025,Uttar Pradesh,Gorakhpur,273212,2,7
20-10-2025,Uttar Pradesh,Gorakhpur,273213,0,2
20-10-2025,Uttar Pradesh,Gorakhpur,273406,1,2
20-10-2025,Uttar Pradesh,Gorakhpur,273408,3,4
20-10-2025,Uttar Pradesh,Gorakhpur,273413,5,3
23-10-2025,Uttar Pradesh,Gorakhpur,273007,1,0
23-10-2025,Uttar Pradesh,Gorakhpur,273013,0,1
23-10-2025,Uttar Pradesh,Gorakhpur,273015,0,3
23-10-2025,Uttar Pradesh,Gorakhpur,273161,1,0
23-10-2025,Uttar Pradesh,Gorakhpur,273201,2,1
23-10-2025,Uttar Pradesh,Gorakhpur,273406,0,2
21-10-2025,Uttar Pradesh,Gorakhpur,273152,1,11
21-10-2025,Uttar Pradesh,Gorakhpur,273202,2,7
21-10-2025,Uttar Pradesh,Gorakhpur,273203,1,4
21-10-2025,Uttar Pradesh,Gorakhpur,273403,0,4
21-10-2025,Uttar Pradesh,Gorakhpur,273409,1,5
21-10-2025,Uttar Pradesh,Gorakhpur,273412,0,6
22-10-2025,Uttar Pradesh,Gorakhpur,273002,0,1
22-10-2025,Uttar Pradesh,Gorakhpur,273201,0,1
22-10-2025,Uttar Pradesh,Gorakhpur,273202,0,1
22-10-2025,Uttar Pradesh,Gorakhpur,273412,0,1
24-10-2025,Uttar Pradesh,Gorakhpur,273001,4,24
24-10-2025,Uttar Pradesh,Gorakhpur,273012,0,1
24-10-2025,Uttar Pradesh,Gorakhpur,273161,1,1
24-10-2025,Uttar Pradesh,Gorakhpur,273201,2,30
24-10-2025,Uttar Pradesh,Gorakhpur,273209,9,80
24-10-2025,Uttar Pradesh,Gorakhpur,273211,4,26
24-10-2025,Uttar Pradesh,Gorakhpur,273401,4,33
24-10-2025,Uttar Pradesh,Gorakhpur,273408,4,32
24-10-2025,Uttar Pradesh,Gorakhpur,273412,7,36
25-10-2025,Uttar Pradesh,Gorakhpur,273001,1,34
25-10-2025,Uttar Pradesh,Gorakhpur,273003,0,5
25-10-2025,Uttar Pradesh,Gorakhpur,273008,3,15
25-10-2025,Uttar Pradesh,Gorakhpur,273010,1,10
25-10-2025,Uttar Pradesh,Gorakhpur,273203,2,17
25-10-2025,Uttar Pradesh,Gorakhpur,273209,6,68
25-10-2025,Uttar Pradesh,Gorakhpur,273211,2,18
25-10-2025,Uttar Pradesh,Gorakhpur,273403,5,29
25-10-2025,Uttar Pradesh,Gorakhpur,273404,3,29
25-10-2025,Uttar Pradesh,Gorakhpur,273407,2,35
28-10-2025,Uttar Pradesh,Gorakhpur,273014,3,7
28-10-2025,Uttar Pradesh,Gorakhpur,273165,6,24
28-10-2025,Uttar Pradesh,Gorakhpur,273202,2,16
