date,state,district,pincode,bio_age_5_17,bio_age_17_,city
14-07-2025,Uttar Pradesh,Lucknow,226006,0,1,lucknow
14-07-2025,Uttar Pradesh,Lucknow,226010,11,28,lucknow
14-07-2025,Uttar Pradesh,Lucknow,226011,8,2,lucknow
14-07-2025,Uttar Pradesh,Lucknow,226012,4,8,lucknow
14-07-2025,Uttar Pradesh,Lucknow,226026,13,11,lucknow
14-07-2025,Uttar Pradesh,Lucknow,226101,6,12,lucknow
14-07-2025,Uttar Pradesh,Lucknow,226102,4,5,lucknow
14-07-2025,Uttar Pradesh,Lucknow,226301,5,5,lucknow
14-07-2025,Uttar Pradesh,Lucknow,226401,5,2,lucknow
14-07-2025,Uttar Pradesh,Lucknow,226501,1,6,lucknow
14-07-2025,Uttar Pradesh,Lucknow,227205,19,8,lucknow
14-07-2025,Uttar Pradesh,Lucknow,227207,1,0,lucknow
22-07-2025,Uttar Pradesh,Lucknow,226003,55,44,lucknow
22-07-2025,Uttar Pradesh,Lucknow,226005,3,3,lucknow
22-07-2025,Uttar Pradesh,Lucknow,226016,17,16,lucknow
22-07-2025,Uttar Pradesh,Lucknow,226022,3,18,lucknow
22-07-2025,Uttar Pradesh,Lucknow,226031,0,1,lucknow
22-07-2025,Uttar Pradesh,Lucknow,226301,2,1,lucknow
22-07-2025,Uttar Pradesh,Lucknow,226302,0,1,lucknow
22-07-2025,Uttar Pradesh,Lucknow,226401,1,5,lucknow
22-07-2025,Uttar Pradesh,Lucknow,227308,10,10,lucknow
23-07-2025,Uttar Pradesh,Lucknow,226006,1,5,lucknow
23-07-2025,Uttar Pradesh,Lucknow,226010,6,34,lucknow
23-07-2025,Uttar Pradesh,Lucknow,226011,3,7,lucknow
23-07-2025,Uttar Pradesh,Lucknow,226015,2,2,lucknow
23-07-2025,Uttar Pradesh,Lucknow,226020,14,19,lucknow
23-07-2025,Uttar Pradesh,Lucknow,226022,5,14,lucknow
23-07-2025,Uttar Pradesh,Lucknow,226030,0,1,lucknow
23-07-2025,Uttar Pradesh,Lucknow,227101,3,3,lucknow
23-07-2025,Uttar Pradesh,Lucknow,227125,4,13,lucknow
01-08-2025,Uttar Pradesh,Lucknow,226002,15,41,lucknow
01-08-2025,Uttar Pradesh,Lucknow,226013,2,2,lucknow
01-08-2025,Uttar Pradesh,Lucknow,226024,3,6,lucknow
01-08-2025,Uttar Pradesh,Lucknow,226203,2,2,lucknow
01-08-2025,Uttar Pradesh,Lucknow,226501,1,1,lucknow
01-08-2025,Uttar Pradesh,Lucknow,227202,14,14,lucknow
01-08-2025,Uttar Pradesh,Lucknow,227308,9,8,lucknow
29-07-2025,Uttar Pradesh,Lucknow,226003,47,43,lucknow
29-07-2025,Uttar Pradesh,Lucknow,226006,6,7,lucknow
29-07-2025,Uttar Pradesh,Lucknow,226007,1,5,lucknow
29-07-2025,Uttar Pradesh,Lucknow,226018,6,9,lucknow
29-07-2025,Uttar Pradesh,Lucknow,226021,13,25,lucknow
29-07-2025,Uttar Pradesh,Lucknow,226026,5,7,lucknow
29-07-2025,Uttar Pradesh,Lucknow,226303,0,1,lucknow
29-07-2025,Uttar Pradesh,Lucknow,227111,12,18,lucknow
29-07-2025,Uttar Pradesh,Lucknow,227202,6,6,lucknow
29-07-2025,Uttar Pradesh,Lucknow,227305,47,30,lucknow
30-07-2025,Uttar Pradesh,Lucknow,226006,5,4,lucknow
30-07-2025,Uttar Pradesh,Lucknow,226011,1,5,lucknow
30-07-2025,Uttar Pradesh,Lucknow,226012,2,8,lucknow
30-07-2025,Uttar Pradesh,Lucknow,226013,3,1,lucknow
30-07-2025,Uttar Pradesh,Lucknow,226021,17,21,lucknow
30-07-2025,Uttar Pradesh,Lucknow,226026,6,5,lucknow
30-07-2025,Uttar Pradesh,Lucknow,226101,9,5,lucknow
30-07-2025,Uttar Pradesh,Lucknow,226203,6,0,lucknow
30-07-2025,Uttar Pradesh,Lucknow,226501,1,2,lucknow
30-07-2025,Uttar Pradesh,Lucknow,227101,7,4,lucknow
30-07-2025,Uttar Pradesh,Lucknow,227308,17,4,lucknow
31-07-2025,Uttar Pradesh,Lucknow,226005,2,10,lucknow
31-07-2025,Uttar Pradesh,Lucknow,226011,7,6,lucknow
31-07-2025,Uttar Pradesh,Lucknow,226016,15,16,lucknow
31-07-2025,Uttar Pradesh,Lucknow,226018,16,10,lucknow
31-07-2025,Uttar Pradesh,Lucknow,226024,5,6,lucknow
31-07-2025,Uttar Pradesh,Lucknow,226028,10,7,lucknow
31-07-2025,Uttar Pradesh,Lucknow,226102,2,2,lucknow
31-07-2025,Uttar Pradesh,Lucknow,226401,5,2,lucknow
31-07-2025,Uttar Pradesh,Lucknow,227101,3,4,lucknow
31-07-2025,Uttar Pradesh,Lucknow,227105,1,5,lucknow
31-07-2025,Uttar Pradesh,Lucknow,227115,6,8,lucknow
31-07-2025,Uttar Pradesh,Lucknow,227202,10,15,lucknow
31-07-2025,Uttar Pradesh,Lucknow,227205,14,6,lucknow
03-08-2025,Uttar Pradesh,Lucknow,226001,1,0,lucknow
03-08-2025,Uttar Pradesh,Lucknow,226008,2,0,lucknow
03-08-2025,Uttar Pradesh,Lucknow,227101,0,1,lucknow
03-08-2025,Uttar Pradesh,Lucknow,227107,1,2,lucknow
03-08-2025,Uttar Pradesh,Lucknow,227202,0,2,lucknow
04-08-2025,Uttar Pradesh,Lucknow,226009,3,0,lucknow
04-08-2025,Uttar Pradesh,Lucknow,226012,2,6,lucknow
04-08-2025,Uttar Pradesh,Lucknow,226022,2,5,lucknow
04-08-2025,Uttar Pradesh,Lucknow,227305,5,0,lucknow
04-08-2025,Uttar Pradesh,Lucknow,227308,2,2,lucknow
05-08-2025,Uttar Pradesh,Lucknow,226003,27,47,lucknow
05-08-2025,Uttar Pradesh,Lucknow,226007,2,3,lucknow
05-08-2025,Uttar Pradesh,Lucknow,226203,1,2,lucknow
05-08-2025,Uttar Pradesh,Lucknow,227101,1,4,lucknow
05-08-2025,Uttar Pradesh,Lucknow,227111,16,15,lucknow
05-08-2025,Uttar Pradesh,Lucknow,227115,11,5,lucknow
05-08-2025,Uttar Pradesh,Lucknow,227116,4,1,lucknow
23-06-2025,Uttar Pradesh,Lucknow,226010,16,12,lucknow
23-06-2025,Uttar Pradesh,Lucknow,226013,6,1,lucknow
23-06-2025,Uttar Pradesh,Lucknow,226017,21,17,lucknow
23-06-2025,Uttar Pradesh,Lucknow,226020,31,18,lucknow
23-06-2025,Uttar Pradesh,Lucknow,226021,27,24,lucknow
23-06-2025,Uttar Pradesh,Lucknow,226203,1,0,lucknow
23-06-2025,Uttar Pradesh,Lucknow,227308,27,10,lucknow
23-06-2025,Uttar Pradesh,Lucknow,227309,16,9,lucknow
06-07-2025,Uttar Pradesh,Lucknow,226002,4,6,lucknow
06-07-2025,Uttar Pradesh,Lucknow,226007,0,3,lucknow
06-07-2025,Uttar Pradesh,Lucknow,226008,9,3,lucknow
06-07-2025,Uttar Pradesh,Lucknow,226018,3,5,lucknow
06-07-2025,Uttar Pradesh,Lucknow,226025,0,3,lucknow
06-07-2025,Uttar Pradesh,Lucknow,226026,3,0,lucknow
06-07-2025,Uttar Pradesh,Lucknow,226030,1,0,lucknow
06-07-2025,Uttar Pradesh,Lucknow,227107,2,0,lucknow
06-07-2025,Uttar Pradesh,Lucknow,227111,0,1,lucknow
06-07-2025,Uttar Pradesh,Lucknow,227115,4,4,lucknow
06-07-2025,Uttar Pradesh,Lucknow,227305,0,1,lucknow
05-07-2025,Uttar Pradesh,Lucknow,226003,40,38,lucknow
05-07-2025,Uttar Pradesh,Lucknow,226011,9,5,lucknow
05-07-2025,Uttar Pradesh,Lucknow,226012,8,10,lucknow
05-07-2025,Uttar Pradesh,Lucknow,226018,13,6,lucknow
05-07-2025,Uttar Pradesh,Lucknow,226024,3,4,lucknow
05-07-2025,Uttar Pradesh,Lucknow,226025,4,4,lucknow
05-07-2025,Uttar Pradesh,Lucknow,227101,8,3,lucknow
05-07-2025,Uttar Pradesh,Lucknow,227111,28,9,lucknow
05-07-2025,Uttar Pradesh,Lucknow,227308,3,3,lucknow
27-07-2025,Uttar Pradesh,Lucknow,226004,5,3,lucknow
27-07-2025,Uttar Pradesh,Lucknow,226006,1,0,lucknow
27-07-2025,Uttar Pradesh,Lucknow,226010,5,4,lucknow
27-07-2025,Uttar Pradesh,Lucknow,226011,9,2,lucknow
27-07-2025,Uttar Pradesh,Lucknow,226014,0,1,lucknow
27-07-2025,Uttar Pradesh,Lucknow,226016,1,1,lucknow
27-07-2025,Uttar Pradesh,Lucknow,226018,3,3,lucknow
27-07-2025,Uttar Pradesh,Lucknow,226025,1,3,lucknow
27-07-2025,Uttar Pradesh,Lucknow,226029,4,3,lucknow
27-07-2025,Uttar Pradesh,Lucknow,226030,0,1,lucknow
27-07-2025,Uttar Pradesh,Lucknow,226201,0,1,lucknow
27-07-2025,Uttar Pradesh,Lucknow,227101,3,1,lucknow
25-07-2025,Uttar Pradesh,Lucknow,226001,11,19,lucknow
25-07-2025,Uttar Pradesh,Lucknow,226009,6,0,lucknow
25-07-2025,Uttar Pradesh,Lucknow,226010,10,22,lucknow
25-07-2025,Uttar Pradesh,Lucknow,226015,3,2,lucknow
25-07-2025,Uttar Pradesh,Lucknow,226016,20,25,lucknow
25-07-2025,Uttar Pradesh,Lucknow,226018,7,10,lucknow
25-07-2025,Uttar Pradesh,Lucknow,226025,2,6,lucknow
25-07-2025,Uttar Pradesh,Lucknow,226029,1,5,lucknow
25-07-2025,Uttar Pradesh,Lucknow,226031,1,3,lucknow
25-07-2025,Uttar Pradesh,Lucknow,226101,11,5,lucknow
25-07-2025,Uttar Pradesh,Lucknow,226102,4,1,lucknow
25-07-2025,Uttar Pradesh,Lucknow,226104,1,0,lucknow
25-07-2025,Uttar Pradesh,Lucknow,227308,22,7,lucknow
26-07-2025,Uttar Pradesh,Lucknow,226001,5,17,lucknow
26-07-2025,Uttar Pradesh,Lucknow,226003,45,45,lucknow
26-07-2025,Uttar Pradesh,Lucknow,226021,16,21,lucknow
26-07-2025,Uttar Pradesh,Lucknow,226023,8,6,lucknow
26-07-2025,Uttar Pradesh,Lucknow,226024,9,4,lucknow
26-07-2025,Uttar Pradesh,Lucknow,226026,2,5,lucknow
26-07-2025,Uttar Pradesh,Lucknow,226201,0,2,lucknow
26-07-2025,Uttar Pradesh,Lucknow,226401,0,1,lucknow
26-07-2025,Uttar Pradesh,Lucknow,226501,4,2,lucknow
26-07-2025,Uttar Pradesh,Lucknow,227107,12,15,lucknow
26-07-2025,Uttar Pradesh,Lucknow,227125,14,12,lucknow
26-07-2025,Uttar Pradesh,Lucknow,227205,14,6,lucknow
16-07-2025,Uttar Pradesh,Lucknow,226005,6,11,lucknow
16-07-2025,Uttar Pradesh,Lucknow,226008,14,9,lucknow
16-07-2025,Uttar Pradesh,Lucknow,226022,15,18,lucknow
16-07-2025,Uttar Pradesh,Lucknow,226029,5,7,lucknow
16-07-2025,Uttar Pradesh,Lucknow,227105,13,5,lucknow
15-07-2025,Uttar Pradesh,Lucknow,226005,4,16,lucknow
15-07-2025,Uttar Pradesh,Lucknow,226007,2,4,lucknow
15-07-2025,Uttar Pradesh,Lucknow,226008,21,13,lucknow
15-07-2025,Uttar Pradesh,Lucknow,226009,1,1,lucknow
15-07-2025,Uttar Pradesh,Lucknow,226012,4,6,lucknow
15-07-2025,Uttar Pradesh,Lucknow,226024,2,8,lucknow
15-07-2025,Uttar Pradesh,Lucknow,226025,3,0,lucknow
15-07-2025,Uttar Pradesh,Lucknow,226401,3,5,lucknow
15-07-2025,Uttar Pradesh,Lucknow,227101,7,3,lucknow
15-07-2025,Uttar Pradesh,Lucknow,227309,7,7,lucknow
20-07-2025,Uttar Pradesh,Lucknow,226021,5,3,lucknow
20-07-2025,Uttar Pradesh,Lucknow,227308,1,0,lucknow
20-07-2025,Uttar Pradesh,Lucknow,227309,2,0,lucknow
19-07-2025,Uttar Pradesh,Lucknow,226001,8,13,lucknow
19-07-2025,Uttar Pradesh,Lucknow,226012,11,9,lucknow
19-07-2025,Uttar Pradesh,Lucknow,226017,17,12,lucknow
19-07-2025,Uttar Pradesh,Lucknow,226019,0,1,lucknow
19-07-2025,Uttar Pradesh,Lucknow,226023,4,7,lucknow
19-07-2025,Uttar Pradesh,Lucknow,226029,5,8,lucknow
19-07-2025,Uttar Pradesh,Lucknow,226101,6,8,lucknow
19-07-2025,Uttar Pradesh,Lucknow,227115,16,13,lucknow
19-07-2025,Uttar Pradesh,Lucknow,227125,10,17,lucknow
19-07-2025,Uttar Pradesh,Lucknow,227202,23,20,lucknow
19-07-2025,Uttar Pradesh,Lucknow,227205,15,13,lucknow
24-07-2025,Uttar Pradesh,Lucknow,226001,9,24,lucknow
24-07-2025,Uttar Pradesh,Lucknow,226018,8,13,lucknow
24-07-2025,Uttar Pradesh,Lucknow,226028,13,15,lucknow
24-07-2025,Uttar Pradesh,Lucknow,226203,5,3,lucknow
06-08-2025,Uttar Pradesh,Lucknow,226010,14,19,lucknow
06-08-2025,Uttar Pradesh,Lucknow,226016,8,15,lucknow
06-08-2025,Uttar Pradesh,Lucknow,226023,3,4,lucknow
06-08-2025,Uttar Pradesh,Lucknow,226101,4,0,lucknow
06-08-2025,Uttar Pradesh,Lucknow,226302,0,1,lucknow
06-08-2025,Uttar Pradesh,Lucknow,227116,6,2,lucknow
06-08-2025,Uttar Pradesh,Lucknow,227205,10,11,lucknow
06-08-2025,Uttar Pradesh,Lucknow,227308,4,5,lucknow
07-08-2025,Uttar Pradesh,Lucknow,226002,19,14,lucknow
07-08-2025,Uttar Pradesh,Lucknow,226006,2,5,lucknow
07-08-2025,Uttar Pradesh,Lucknow,226017,16,19,lucknow
07-08-2025,Uttar Pradesh,Lucknow,226026,1,5,lucknow
07-08-2025,Uttar Pradesh,Lucknow,226029,2,7,lucknow
07-08-2025,Uttar Pradesh,Lucknow,226201,1,0,lucknow
07-08-2025,Uttar Pradesh,Lucknow,226302,2,2,lucknow
07-08-2025,Uttar Pradesh,Lucknow,226501,0,1,lucknow
07-08-2025,Uttar Pradesh,Lucknow,227105,2,2,lucknow
07-08-2025,Uttar Pradesh,Lucknow,227111,11,17,lucknow
17-07-2025,Uttar Pradesh,Lucknow,226003,44,46,lucknow
17-07-2025,Uttar Pradesh,Lucknow,226015,0,4,lucknow
17-07-2025,Uttar Pradesh,Lucknow,226028,10,16,lucknow
17-07-2025,Uttar Pradesh,Lucknow,226031,1,0,lucknow
17-07-2025,Uttar Pradesh,Lucknow,226102,3,2,lucknow
17-07-2025,Uttar Pradesh,Lucknow,226201,0,1,lucknow
17-07-2025,Uttar Pradesh,Lucknow,226203,4,0,lucknow
17-07-2025,Uttar Pradesh,Lucknow,227107,14,30,lucknow
17-07-2025,Uttar Pradesh,Lucknow,227308,6,9,lucknow
18-07-2025,Uttar Pradesh,Lucknow,226002,23,22,lucknow
18-07-2025,Uttar Pradesh,Lucknow,226003,25,30,lucknow
18-07-2025,Uttar Pradesh,Lucknow,226010,11,20,lucknow
18-07-2025,Uttar Pradesh,Lucknow,226020,21,24,lucknow
18-07-2025,Uttar Pradesh,Lucknow,226101,9,11,lucknow
18-07-2025,Uttar Pradesh,Lucknow,227111,14,16,lucknow
18-07-2025,Uttar Pradesh,Lucknow,227125,9,28,lucknow
21-07-2025,Uttar Pradesh,Lucknow,226008,12,9,lucknow
21-07-2025,Uttar Pradesh,Lucknow,226011,1,9,lucknow
21-07-2025,Uttar Pradesh,Lucknow,226012,5,8,lucknow
21-07-2025,Uttar Pradesh,Lucknow,226017,16,21,lucknow
21-07-2025,Uttar Pradesh,Lucknow,226019,0,1,lucknow
21-07-2025,Uttar Pradesh,Lucknow,226020,17,23,lucknow
21-07-2025,Uttar Pradesh,Lucknow,226024,3,11,lucknow
21-07-2025,Uttar Pradesh,Lucknow,226026,6,3,lucknow
21-07-2025,Uttar Pradesh,Lucknow,226029,3,4,lucknow
21-07-2025,Uttar Pradesh,Lucknow,226401,4,6,lucknow
21-07-2025,Uttar Pradesh,Lucknow,227105,4,8,lucknow
21-07-2025,Uttar Pradesh,Lucknow,227308,15,6,lucknow
28-07-2025,Uttar Pradesh,Lucknow,226007,3,3,lucknow
28-07-2025,Uttar Pradesh,Lucknow,226010,18,21,lucknow
28-07-2025,Uttar Pradesh,Lucknow,226014,0,1,lucknow
28-07-2025,Uttar Pradesh,Lucknow,226017,33,23,lucknow
28-07-2025,Uttar Pradesh,Lucknow,226021,20,26,lucknow
28-07-2025,Uttar Pradesh,Lucknow,226024,8,9,lucknow
28-07-2025,Uttar Pradesh,Lucknow,226025,2,5,lucknow
28-07-2025,Uttar Pradesh,Lucknow,226102,5,0,lucknow
28-07-2025,Uttar Pradesh,Lucknow,226201,1,0,lucknow
28-07-2025,Uttar Pradesh,Lucknow,226302,0,1,lucknow
27-06-2025,Uttar Pradesh,Lucknow,226013,4,1,lucknow
27-06-2025,Uttar Pradesh,Lucknow,226104,0,1,lucknow
27-06-2025,Uttar Pradesh,Lucknow,226203,8,1,lucknow
27-06-2025,Uttar Pradesh,Lucknow,226501,0,3,lucknow
27-06-2025,Uttar Pradesh,Lucknow,227101,12,8,lucknow
27-06-2025,Uttar Pradesh,Lucknow,227105,6,9,lucknow
27-06-2025,Uttar Pradesh,Lucknow,227202,54,12,lucknow
08-07-2025,Uttar Pradesh,Lucknow,226004,11,16,lucknow
08-07-2025,Uttar Pradesh,Lucknow,226005,6,11,lucknow
08-07-2025,Uttar Pradesh,Lucknow,226013,7,2,lucknow
08-07-2025,Uttar Pradesh,Lucknow,226015,3,3,lucknow
08-07-2025,Uttar Pradesh,Lucknow,226029,4,5,lucknow
08-07-2025,Uttar Pradesh,Lucknow,226031,1,2,lucknow
08-07-2025,Uttar Pradesh,Lucknow,226501,2,1,lucknow
08-07-2025,Uttar Pradesh,Lucknow,227107,16,14,lucknow
08-07-2025,Uttar Pradesh,Lucknow,227308,0,7,lucknow
07-07-2025,Uttar Pradesh,Lucknow,226008,11,10,lucknow
07-07-2025,Uttar Pradesh,Lucknow,226016,11,19,lucknow
07-07-2025,Uttar Pradesh,Lucknow,226201,2,1,lucknow
07-07-2025,Uttar Pradesh,Lucknow,226401,13,4,lucknow
07-07-2025,Uttar Pradesh,Lucknow,227101,8,4,lucknow
07-07-2025,Uttar Pradesh,Lucknow,227125,35,15,lucknow
07-07-2025,Uttar Pradesh,Lucknow,227205,40,11,lucknow
10-07-2025,Uttar Pradesh,Lucknow,226002,15,43,lucknow
10-07-2025,Uttar Pradesh,Lucknow,226003,39,50,lucknow
10-07-2025,Uttar Pradesh,Lucknow,226006,4,4,lucknow
10-07-2025,Uttar Pradesh,Lucknow,226008,10,7,lucknow
10-07-2025,Uttar Pradesh,Lucknow,226201,0,1,lucknow
10-07-2025,Uttar Pradesh,Lucknow,227107,13,18,lucknow
10-07-2025,Uttar Pradesh,Lucknow,227308,4,3,lucknow
11-07-2025,Uttar Pradesh,Lucknow,226002,21,37,lucknow
11-07-2025,Uttar Pradesh,Lucknow,226003,32,36,lucknow
11-07-2025,Uttar Pradesh,Lucknow,226010,11,22,lucknow
11-07-2025,Uttar Pradesh,Lucknow,226013,2,0,lucknow
11-07-2025,Uttar Pradesh,Lucknow,226014,0,1,lucknow
11-07-2025,Uttar Pradesh,Lucknow,226015,5,1,lucknow
11-07-2025,Uttar Pradesh,Lucknow,226024,2,3,lucknow
11-07-2025,Uttar Pradesh,Lucknow,226030,2,2,lucknow
11-07-2025,Uttar Pradesh,Lucknow,226031,1,0,lucknow
11-07-2025,Uttar Pradesh,Lucknow,227101,7,2,lucknow
11-07-2025,Uttar Pradesh,Lucknow,227105,6,10,lucknow
11-07-2025,Uttar Pradesh,Lucknow,227115,10,5,lucknow
02-08-2025,Uttar Pradesh,Lucknow,226003,14,24,lucknow
02-08-2025,Uttar Pradesh,Lucknow,226010,14,11,lucknow
02-08-2025,Uttar Pradesh,Lucknow,226016,10,13,lucknow
02-08-2025,Uttar Pradesh,Lucknow,226021,4,4,lucknow
02-08-2025,Uttar Pradesh,Lucknow,226025,0,2,lucknow
02-08-2025,Uttar Pradesh,Lucknow,226301,1,3,lucknow
02-08-2025,Uttar Pradesh,Lucknow,227115,6,6,lucknow
02-08-2025,Uttar Pradesh,Lucknow,227305,15,14,lucknow
24-06-2025,Uttar Pradesh,Lucknow,226004,25,16,lucknow
24-06-2025,Uttar Pradesh,Lucknow,226009,4,3,lucknow
24-06-2025,Uttar Pradesh,Lucknow,226011,19,10,lucknow
24-06-2025,Uttar Pradesh,Lucknow,226012,12,11,lucknow
24-06-2025,Uttar Pradesh,Lucknow,226013,2,1,lucknow
24-06-2025,Uttar Pradesh,Lucknow,226019,2,0,lucknow
24-06-2025,Uttar Pradesh,Lucknow,226028,35,11,lucknow
24-06-2025,Uttar Pradesh,Lucknow,226303,1,0,lucknow
24-06-2025,Uttar Pradesh,Lucknow,227105,9,8,lucknow
24-06-2025,Uttar Pradesh,Lucknow,227111,34,13,lucknow
24-06-2025,Uttar Pradesh,Lucknow,227116,8,4,lucknow
28-06-2025,Uttar Pradesh,Lucknow,226002,33,24,lucknow
28-06-2025,Uttar Pradesh,Lucknow,226007,3,2,lucknow
28-06-2025,Uttar Pradesh,Lucknow,226012,5,6,lucknow
28-06-2025,Uttar Pradesh,Lucknow,226018,3,3,lucknow
28-06-2025,Uttar Pradesh,Lucknow,226026,6,2,lucknow
28-06-2025,Uttar Pradesh,Lucknow,227101,18,7,lucknow
28-06-2025,Uttar Pradesh,Lucknow,227116,8,2,lucknow
30-06-2025,Uttar Pradesh,Lucknow,226002,51,28,lucknow
30-06-2025,Uttar Pradesh,Lucknow,226006,6,5,lucknow
30-06-2025,Uttar Pradesh,Lucknow,226008,22,14,lucknow
30-06-2025,Uttar Pradesh,Lucknow,226009,2,0,lucknow
30-06-2025,Uttar Pradesh,Lucknow,226017,31,15,lucknow
30-06-2025,Uttar Pradesh,Lucknow,226019,0,2,lucknow
30-06-2025,Uttar Pradesh,Lucknow,226021,38,24,lucknow
30-06-2025,Uttar Pradesh,Lucknow,226024,3,6,lucknow
30-06-2025,Uttar Pradesh,Lucknow,226102,10,5,lucknow
30-06-2025,Uttar Pradesh,Lucknow,226201,2,0,lucknow
30-06-2025,Uttar Pradesh,Lucknow,227309,15,4,lucknow
29-06-2025,Uttar Pradesh,Lucknow,226001,8,13,lucknow
29-06-2025,Uttar Pradesh,Lucknow,226003,8,27,lucknow
29-06-2025,Uttar Pradesh,Lucknow,226017,3,15,lucknow
29-06-2025,Uttar Pradesh,Lucknow,226023,0,6,lucknow
29-06-2025,Uttar Pradesh,Lucknow,226026,2,1,lucknow
29-06-2025,Uttar Pradesh,Lucknow,227107,8,2,lucknow
03-07-2025,Uttar Pradesh,Lucknow,226003,46,58,lucknow
03-07-2025,Uttar Pradesh,Lucknow,226006,1,8,lucknow
03-07-2025,Uttar Pradesh,Lucknow,226011,8,10,lucknow
03-07-2025,Uttar Pradesh,Lucknow,226302,2,0,lucknow
03-07-2025,Uttar Pradesh,Lucknow,227116,13,2,lucknow
03-07-2025,Uttar Pradesh,Lucknow,227202,43,25,lucknow
04-07-2025,Uttar Pradesh,Lucknow,226015,0,2,lucknow
04-07-2025,Uttar Pradesh,Lucknow,226022,6,11,lucknow
04-07-2025,Uttar Pradesh,Lucknow,226023,14,10,lucknow
04-07-2025,Uttar Pradesh,Lucknow,226201,1,2,lucknow
04-07-2025,Uttar Pradesh,Lucknow,227101,2,7,lucknow
04-07-2025,Uttar Pradesh,Lucknow,227116,9,4,lucknow
04-07-2025,Uttar Pradesh,Lucknow,227308,4,7,lucknow
26-06-2025,Uttar Pradesh,Lucknow,226002,52,30,lucknow
26-06-2025,Uttar Pradesh,Lucknow,226008,18,23,lucknow
26-06-2025,Uttar Pradesh,Lucknow,226023,12,9,lucknow
26-06-2025,Uttar Pradesh,Lucknow,226025,5,6,lucknow
26-06-2025,Uttar Pradesh,Lucknow,226028,29,11,lucknow
26-06-2025,Uttar Pradesh,Lucknow,226201,3,0,lucknow
26-06-2025,Uttar Pradesh,Lucknow,226301,18,3,lucknow
26-06-2025,Uttar Pradesh,Lucknow,227115,60,11,lucknow
02-07-2025,Uttar Pradesh,Lucknow,226012,9,15,lucknow
02-07-2025,Uttar Pradesh,Lucknow,226301,9,6,lucknow
02-07-2025,Uttar Pradesh,Lucknow,227105,12,14,lucknow
02-07-2025,Uttar Pradesh,Lucknow,227202,50,13,lucknow
02-07-2025,Uttar Pradesh,Lucknow,227305,33,26,lucknow
01-07-2025,Uttar Pradesh,Lucknow,226002,57,23,lucknow
01-07-2025,Uttar Pradesh,Lucknow,226017,19,16,lucknow
01-07-2025,Uttar Pradesh,Lucknow,226102,12,7,lucknow
01-07-2025,Uttar Pradesh,Lucknow,227111,50,20,lucknow
01-07-2025,Uttar Pradesh,Lucknow,227115,32,12,lucknow
01-07-2025,Uttar Pradesh,Lucknow,227308,26,9,lucknow
22-06-2025,Uttar Pradesh,Lucknow,226002,5,10,lucknow
22-06-2025,Uttar Pradesh,Lucknow,226005,2,3,lucknow
22-06-2025,Uttar Pradesh,Lucknow,226010,3,8,lucknow
22-06-2025,Uttar Pradesh,Lucknow,226012,1,0,lucknow
22-06-2025,Uttar Pradesh,Lucknow,226028,0,5,lucknow
22-06-2025,Uttar Pradesh,Lucknow,227107,2,2,lucknow
22-06-2025,Uttar Pradesh,Lucknow,227205,2,4,lucknow
25-06-2025,Uttar Pradesh,Lucknow,226008,19,11,lucknow
25-06-2025,Uttar Pradesh,Lucknow,226012,12,14,lucknow
25-06-2025,Uttar Pradesh,Lucknow,226014,1,1,lucknow
25-06-2025,Uttar Pradesh,Lucknow,226024,14,11,lucknow
25-06-2025,Uttar Pradesh,Lucknow,226031,8,2,lucknow
25-06-2025,Uttar Pradesh,Lucknow,227105,6,6,lucknow
25-06-2025,Uttar Pradesh,Lucknow,227125,16,5,lucknow
25-06-2025,Uttar Pradesh,Lucknow,227202,68,13,lucknow
09-07-2025,Uttar Pradesh,Lucknow,226008,2,12,lucknow
09-07-2025,Uttar Pradesh,Lucknow,226012,10,12,lucknow
09-07-2025,Uttar Pradesh,Lucknow,226013,1,3,lucknow
09-07-2025,Uttar Pradesh,Lucknow,226015,1,5,lucknow
09-07-2025,Uttar Pradesh,Lucknow,226020,25,22,lucknow
09-07-2025,Uttar Pradesh,Lucknow,226029,3,13,lucknow
09-07-2025,Uttar Pradesh,Lucknow,226201,0,2,lucknow
09-07-2025,Uttar Pradesh,Lucknow,227202,27,12,lucknow
09-07-2025,Uttar Pradesh,Lucknow,227205,17,9,lucknow
09-07-2025,Uttar Pradesh,Lucknow,227309,2,10,lucknow
12-08-2025,Uttar Pradesh,Lucknow,226002,15,25,lucknow
12-08-2025,Uttar Pradesh,Lucknow,226007,0,1,lucknow
12-08-2025,Uttar Pradesh,Lucknow,226012,9,10,lucknow
12-08-2025,Uttar Pradesh,Lucknow,226015,2,2,lucknow
12-08-2025,Uttar Pradesh,Lucknow,226018,2,15,lucknow
12-08-2025,Uttar Pradesh,Lucknow,226021,10,16,lucknow
12-08-2025,Uttar Pradesh,Lucknow,226201,1,1,lucknow
12-08-2025,Uttar Pradesh,Lucknow,227105,4,5,lucknow
12-08-2025,Uttar Pradesh,Lucknow,227125,19,19,lucknow
13-08-2025,Uttar Pradesh,Lucknow,226018,9,11,lucknow
13-08-2025,Uttar Pradesh,Lucknow,226021,18,26,lucknow
13-08-2025,Uttar Pradesh,Lucknow,226102,3,2,lucknow
13-08-2025,Uttar Pradesh,Lucknow,226201,1,0,lucknow
13-08-2025,Uttar Pradesh,Lucknow,226301,2,1,lucknow
13-08-2025,Uttar Pradesh,Lucknow,227116,18,9,lucknow
